# $0=time_ms	$1=step	$2=step_phase	$3=inhibit_i	$4=pitch	$5=roll	$6=tilt	$7=error	$8=ctrl	$9=ctrl_i_accu
28653	0.001449227	3	1	-0.7374301	-0.5297053	0.0	0.0	0.2374582	0.2374582
28680	0	0	1	-1.262126	-0.2595018	0.0	0.0	0.2374582	0.2374582
28694	0	0	1	-0.7739129	-0.8079403	0.0	0.0	0.2374582	0.2374582
28713	0	0	1	0.4462836	-0.5214083	0.0	0.0	0.2374582	0.2374582
28731	0	0	1	-0.1576804	0.6639224	0.0	0.0	0.2374582	0.2374582
28750	0	0	1	1.245485	0.04302728	0.0	0.0	0.2374582	0.2374582
28765	0	0	1	1.707617	-0.5941988	0.0	0.0	0.2374582	0.2374582
28784	0	0	1	0.3845332	-0.5556649	0.0	0.0	0.2374582	0.2374582
28815	0	0	1	-1.696313	-0.2878785	0.0	0.0	0.2374582	0.2374582
28834	0	0	1	-1.628499	1.013823	0.0	0.0	0.2374582	0.2374582
28853	0	0	1	-0.7267867	0.4393785	0.0	0.0	0.2374582	0.2374582
28870	0	0	1	0.6058537	0.4349837	0.0	0.0	0.2374582	0.2374582
28890	0	0	1	1.689882	-0.5162094	0.0	0.0	0.2374582	0.2374582
28904	0	0	1	2.211402	-0.09373202	0.0	0.0	0.2374582	0.2374582
28922	0	0	1	0.9552086	0.1013694	0.0	0.0	0.2374582	0.2374582
28992	0	0	1	-0.9283436	0.2410342	0.0	0.0	0.2374582	0.2374582
29011	0.002738893	1	0	0.2418351	0.8989294	0.0	0.0	0.2374582	0.2374582
29032	0.01409379	1	0	0.8639248	0.139713	29.34031	0.0	0.2374582	0.2374582
29052	0.04518416	1	0	-0.2706063	-0.6777429	16.49387	-4.725941	0.2209616	0.2209616
29073	0.1069726	1	0	-0.3810919	-0.8018838	17.0464	-1.53531	0.2156023	0.2156023
29110	0.2022682	1	0	0.7346025	0.05708546	27.4484	3.261871	0.2269884	0.2269884
29131	0.3097606	1	0	1.750469	0.05655541	68.62231	16.34701	0.2840503	0.2840503
29152	0.4053765	1	0	1.389784	0.144664	50.44286	-0.6741192	0.2816971	0.2816971
29172	0.5000043	1	0	1.25387	-0.6304168	76.33638	9.277699	0.3140824	0.3140824
29192	0.594623	1	0	0.6507729	1.003559	-14.28897	-29.92613	0.2096205	0.2096205
29212	0.7077035	1	0	1.689376	0.8029761	35.91783	7.460845	0.2356638	0.2356638
29232	0.7900267	1	0	1.151619	-0.5466862	68.80241	14.84225	0.287473	0.287473
29252	0.861867	1	0	0.7311339	-1.749468	100.498	17.12031	0.3472341	0.3472341
29273	0.9231809	1	0	0.6800565	-2.391324	124.4288	15.10186	0.3999496	0.3999496
29302	0.9725006	1	0	1.040668	-1.787998	114.5985	1.93933	0.4067191	0.4067191
29322	0.9977359	1	0	0.7305062	-1.230375	79.44263	-12.2197	0.3640643	0.3640643
29343	0.9977359	3	1	0.7767441	-0.7788012	63.0209	-10.5366	0.3640643	0.3640643
29380	0.9586896	3	1	0.9308213	-1.534596	99.88206	9.684266	0.3640643	0.3640643
29401	0.910033	3	1	1.277985	0.3270763	38.52489	-19.0094	0.3640643	0.3640643
29421	0.8484703	3	1	0.1289245	0.2411047	-4.544862	-22.83764	0.3640643	0.3640643
29441	0.7743124	3	1	-1.592823	1.029647	-106.2393	-45.81278	0.3640643	0.3640643
29462	0.6858316	3	1	-3.307871	2.59058	-238.8971	-65.65565	0.3640643	0.3640643
29482	0.5711596	3	1	-3.991272	3.214422	-291.8027	-43.61627	0.3640643	0.3640643
29503	0.4762091	3	1	-4.713953	3.95116	-350.8448	-37.76592	0.3640643	0.3640643
29524	0.3775006	3	1	-4.994405	4.595442	-388.2682	-27.66057	0.3640643	0.3640643
29544	0.2879706	3	1	-4.688812	5.272544	-403.3636	-15.72905	0.3640643	0.3640643
29564	0.2022689	3	1	-4.182395	5.510554	-392.5494	-1.808088	0.3640643	0.3640643
29593	0.1069731	3	1	-2.354009	4.846087	-291.6637	36.44862	0.3640643	0.3640643
29614	0.0534212	3	1	-0.2710792	3.752432	-162.9659	60.75398	0.3640643	0.3640643
29651	0.005789786	3	1	0.9584565	1.810918	-34.51682	69.60392	0.3640643	0.3640643
29670	0	0	1	1.019513	-1.054925	0.0	0.0	0.3640643	0.3640643
29685	0	0	1	1.405566	-1.722108	0.0	0.0	0.3640643	0.3640643
29703	0	0	1	1.613297	-3.280161	0.0	0.0	0.3640643	0.3640643
29722	0	0	1	1.369045	-4.911889	0.0	0.0	0.3640643	0.3640643
29740	0	0	1	0.74647	-6.052168	0.0	0.0	0.3640643	0.3640643
29755	0	0	1	0.05563753	-5.888475	0.0	0.0	0.3640643	0.3640643
29773	0	0	1	-0.7385859	-4.867762	0.0	0.0	0.3640643	0.3640643
29792	0	0	1	-0.606055	-3.457315	0.0	0.0	0.3640643	0.3640643
29811	0	0	1	-0.6703946	-2.050308	0.0	0.0	0.3640643	0.3640643
29825	0	0	1	-0.6659631	-1.318457	0.0	0.0	0.3640643	0.3640643
29843	0	0	1	-0.3321827	0.09415117	0.0	0.0	0.3640643	0.3640643
29862	0	0	1	-0.09793058	1.474007	0.0	0.0	0.3640643	0.3640643
29884	0	0	1	0.6090379	2.73633	0.0	0.0	0.3640643	0.3640643
29915	0	0	1	0.8465135	0.7864651	0.0	0.0	0.3640643	0.3640643
29934	0	0	1	0.3828362	-0.4733622	0.0	0.0	0.3640643	0.3640643
29953	0	0	1	-0.2994396	-1.729561	0.0	0.0	0.3640643	0.3640643
29971	0	0	1	-0.7682673	-3.062986	0.0	0.0	0.3640643	0.3640643
29990	0	0	1	-0.7641681	-3.772419	0.0	0.0	0.3640643	0.3640643
30004	0.0002039373	1	0	-0.8828903	-2.498661	0.0	0.0	0.3640643	0.3640643
30024	0.01092556	1	0	-0.02273972	-1.575746	62.91467	0.0	0.3640643	0.3640643
30045	0.03943783	1	0	0.4640606	-0.434299	36.39606	-9.755654	0.3300107	0.3300107
30065	0.08726332	1	0	1.185403	0.6323596	22.4087	-8.734566	0.2995213	0.2995213
30090	0.1481341	1	0	0.6729014	0.8345843	-6.547365	-13.86561	0.2511212	0.2511212
30111	0.2217229	1	0	0.7769428	0.9137963	-5.540649	-4.730523	0.2346085	0.2346085
30131	0.3097606	1	0	1.13803	1.186808	-1.96622	-0.4253032	0.2331239	0.2331239
30164	0.4007006	1	0	0.9171083	1.19163	-11.11408	-3.521771	0.2208306	0.2208306
30185	0.5805633	1	0	0.7951344	0.5641331	9.359873	6.23636	0.2425996	0.2425996
30262	0.8778722	1	0	1.888306	2.601819	-28.82842	-11.75446	0.2015688	0.2015688
30282	0.9330118	1	0	1.346469	1.560474	-8.650407	3.098853	0.2123859	0.2123859
30303	0.9797455	1	0	0.620974	0.7273648	-4.308374	2.73735	0.221941	0.221941
30323	0.9981655	1	0	0.1409683	-0.1315289	11.03977	6.653282	0.2451653	0.2451653
30351	0.9949112	3	1	0.390532	0.6115275	-8.952465	-4.907127	0.2451653	0.2451653
30372	0.9725008	3	1	1.471634	0.4001791	43.40897	17.45746	0.2451653	0.2451653
30392	0.9330122	3	1	0.9346208	-0.01321191	38.39987	4.579498	0.2451653	0.2451653
30413	0.8618675	3	1	0.3839941	-0.2344707	25.05641	-3.22408	0.2451653	0.2451653
30433	0.786139	3	1	-0.5673158	1.527329	-84.86176	-41.62271	0.2451653	0.2451653
30470	0.6499776	3	1	-2.309691	3.389958	-230.8901	-69.03297	0.2451653	0.2451653
30491	0.5522678	3	1	-2.768437	3.769823	-264.8483	-37.88831	0.2451653	0.2451653
30512	0.452476	3	1	-3.882544	4.849485	-353.6504	-46.6068	0.2451653	0.2451653
30532	0.3591355	3	1	-4.019031	5.397089	-381.3506	-27.336	0.2451653	0.2451653
30561	0.2336928	3	1	-3.71331	5.914617	-389.952	-13.22068	0.2451653	0.2451653
30582	0.1584232	3	1	-2.901802	6.103873	-364.7741	4.398806	0.2451653	0.2451653
30602	0.09271392	3	1	-1.630184	6.121469	-313.95	20.31533	0.2451653	0.2451653
30623	0.03581461	3	1	0.0394139	4.471975	-179.4873	56.93968	0.2451653	0.2451653
30644	0.008156448	3	1	0.4712485	3.67509	-129.7286	39.25217	0.2451653	0.2451653
30662	0	0	1	-0.1271785	1.727467	0.0	0.0	0.2451653	0.2451653
30681	0	0	1	0.6452412	0.002252624	0.0	0.0	0.2451653	0.2451653
30700	0	0	1	1.16867	-1.322045	0.0	0.0	0.2451653	0.2451653
30731	0	0	1	1.160066	-3.611993	0.0	0.0	0.2451653	0.2451653
30745	0	0	1	0.6266552	-4.024806	0.0	0.0	0.2451653	0.2451653
30764	0	0	1	-0.3911439	-3.804115	0.0	0.0	0.2451653	0.2451653
30782	0	0	1	-1.201923	-2.873116	0.0	0.0	0.2451653	0.2451653
30801	0	0	1	-2.328165	-2.200254	0.0	0.0	0.2451653	0.2451653
30815	0	0	1	-2.606474	-1.428337	0.0	0.0	0.2451653	0.2451653
30834	0	0	1	-2.237844	0.04809072	0.0	0.0	0.2451653	0.2451653
30860	0	0	1	-0.3835969	1.229176	0.0	0.0	0.2451653	0.2451653
30874	0	0	1	0.2896426	1.345834	0.0	0.0	0.2451653	0.2451653
30894	0	0	1	1.593899	1.180011	0.0	0.0	0.2451653	0.2451653
30912	0	0	1	2.592321	0.3578654	0.0	0.0	0.2451653	0.2451653
30931	0	0	1	1.252247	-0.1623728	0.0	0.0	0.2451653	0.2451653
30950	0	0	1	0.547662	-0.07976801	0.0	0.0	0.2451653	0.2451653
30964	0	0	1	-0.7107801	-0.7157741	0.0	0.0	0.2451653	0.2451653
30994	0	0	1	-0.3353631	-2.062374	0.0	0.0	0.2451653	0.2451653
31013	0.003258646	1	0	0.4770478	-2.154085	0.0	0.0	0.2451653	0.2451653
31034	0.02161646	1	0	1.035113	-1.133362	87.85175	0.0	0.2451653	0.2451653
31054	0.05778482	1	0	0.2227784	-0.1013333	13.13145	-27.48806	0.1492139	0.1492139
31074	0.1129307	1	0	0.2696972	1.201216	-37.73674	-28.82565	0.0485934	0.0485934
31095	0.1798198	1	0	0.3206161	0.810639	-19.85148	-4.024747	0.03454438	0.03454438
31121	0.2624707	1	0	-0.132781	0.599763	-29.67865	-5.095835	0.01675657	0.01675657
31141	0.3545766	1	0	0.2421302	1.57165	-53.85861	-10.76996	-0.0208377	-0.0208377
31170	0.4904811	1	0	0.6275633	-0.4386666	43.19696	31.7427	0.08996523	0.08996523
31191	0.5899475	1	0	1.444557	0.1653882	51.82245	14.85063	0.1418037	0.1418037
31211	0.681406	1	0	1.502338	1.240402	10.62624	-9.691997	0.1079722	0.1079722
31231	0.7663076	1	0	1.055469	1.882531	-33.48476	-19.79302	0.03888158	0.03888158
31264	0.8988373	1	0	-0.01233731	1.886056	-76.90509	-23.25489	-0.04229331	-0.04229331
31285	0.950781	1	0	-1.020494	1.478749	-101.2529	-17.51206	-0.1034219	-0.1034219
31310	0.9835729	1	0	-1.703698	-0.08575831	-65.54533	6.693756	-0.0800563	-0.0800563
31331	0.9991844	1	0	-1.017701	-0.6725883	-13.98517	21.43042	-0.005250022	-0.005250022
31351	0.9949112	3	1	-1.587068	-2.11378	21.29489	20.86262	-0.005250022	-0.005250022
31372	0.9725008	3	1	-0.5533764	-1.506215	38.59527	14.03938	-0.005250022	-0.005250022
31393	0.9206284	3	1	0.07256385	-0.9687595	42.18718	6.486193	-0.005250022	-0.005250022
31414	0.8585683	3	1	0.3939179	-0.7478652	46.25819	3.883779	-0.005250022	-0.005250022
31434	0.7822248	3	1	0.7677432	-0.7616372	61.96041	7.205286	-0.005250022	-0.005250022
31521	0.4100529	3	1	2.279704	-5.358193	309.389	93.67457	-0.005250022	-0.005250022
31554	0.3141695	3	1	3.655853	-6.811179	423.9307	76.5985	-0.005250022	-0.005250022
31580	0.1619128	3	1	3.731197	-6.817418	427.2315	29.39331	-0.005250022	-0.005250022
31601	0.09549191	3	1	3.004591	-6.692013	392.7431	-1.874395	-0.005250022	-0.005250022
31622	0.04518449	3	1	2.270296	-6.177726	342.1796	-19.29083	-0.005250022	-0.005250022
31643	0.008156448	3	1	1.329317	-4.661773	242.6813	-43.70007	-0.005250022	-0.005250022
31662	0	0	1	0.698926	-4.227847	0.0	0.0	-0.005250022	-0.005250022
